Source Sentence	Target Sentence	Predicted Sentence
When they hit the atmosphere, the Aurora is created.	عندما ضَربوا الجوَّ , الأورورا مَخْلُوقةُ.	عندما ضَربوا الجوَّ , الأورورا مَخْلُوقةُ.
It's the same mechanism that's making the picture you're watching right now.	هو نفس الآليةِ التي تَجْعلُ الصورة التي أنت تُراقبُها الآن.	إنه نفس الآلية التي تصنع الصورة التي تشاهده الآن.
The Earth's magnetic force guides the particles in the same way your TV tube guides these images onto the screen.	قوة الأرضَ المغناطيسيةَ توجّهُ الجزيئاتَ بالطّريقة نفسها إنبوب تلفزيونكَ يُوجّهُ هذه الصورِ في الشاشةِ.	توجه قوة المغناطيسية التابعة للأرض الجسيمات بنفس الطريقة التي يوجه بها أنبوب التلفاز هذه الصور على الشاشة.
But does the solar wind affect our weather?	لكن هَلْ تُؤثّرُ الريح الشمسيةُ على طقسنا؟	لكن هَلْ تُؤثّرُ الريح الشمسيةُ على طقسنا؟
Yes, but no one knows exactly how.	نعم، لكن لا أحد يَعْرفُ بالضبط كيف.	نعم، لكن لا أحد يَعْرفُ بالضبط كيف.
It certainly seems to affect the ferocity of polar storms.	يَبْدو بالتأكيد للتَأثير على شراسة العواصفِ القطبيةِ.	يَبْدو بالتأكيد للتَأثير على شراسة العواصفِ القطبيةِ.
Some believe all those particles from the sun crash into the troposphere, creating more clouds and fuelling more storms.	البعض يَعتقدونَ كُلّ تلك الجزيئاتِ مِنْ الشمسِ تحطّم إلى تروبوسفير، يَخْلقُ غيوم أكثر ويُثيرُ عواصفَ أكثرَ.	البعض يَعتقدونَ كُلّ تلك الجزيئاتِ مِنْ الشمسِ تحطّم إلى تروبوسفير، يَخْلقُ غيوم أكثر ويُثيرُ عواصفَ أكثرَ.
While scientists cannot agree on exactly how solar winds do this, they realise that the forces that drive our weather do not stop at the boundary between Earth and space.	بينما العلماء لا يَستطيعونَ المُوَافَقَة على بالضبط كَيفَ الرياح الشمسيةِ تَعمَلُ هذا , يُدركونَ القواتَ التي تقُودُ طقسَنا لا يَتوقّفُ في الحَدِّ بين الأرضِ والفضاءِ.	بينما لا يتفق العلماء بالضبط على كيفية قيام الرياح الشمسية بذلك، إلا أنهم يدركون أن القوى التي تحرك طقسنا لا تتوقف عند الحدود بين الأرض والفضاء.
Back on Earth, this frozen landscape marks the end of my journey.	يَعُودُ إلى الأرضِ، هذا المنظر الطبيعي المجمّدِ يُؤشّرُ نهايةَ رحلتِي.	يَعُودُ إلى الأرضِ، هذا المنظر الطبيعي المجمّدِ يُؤشّرُ نهايةَ رحلتِي.
The winds I followed from the equator have taken about 14 days to enter the last of the big wind cells.	الرياح تتبعت مِنْ خطِ الإستواء أَخذَت حوالي 14 يومَ لدُخُول آخر خلايا الريحِ الكبيرةِ.	الرياح التي تبعتها من خط الاستواء استغرقت حوالي 14 يومًا للدخول إلى آخر الخلايا الرياحية الكبيرة.
It's been quite a ride!	هو كَانَ تماماً جولة!	كانت رحلة مثيرة جداً!
Here in the frozen north, the wind's journey to the poles finally ends.	هنا في الشمالِ المجمّدِ، الريح يُسافرُ إلى الأقطابِ يَنتهي أخيراً.	هنا في الشمالِ المجمّدِ، الريح يُسافرُ إلى الأقطابِ يَنتهي أخيراً.
In just two weeks, our journey, which began in the hot stillness of the doldrums, has brought us everything from storms at sea to the terrifying power of a hurricane.	في فقط إسبوعان , رحلتنا، التي بَدأتْ في السكونِ الحارِ للكسادِ , جَلبَنا كُلّ شيءَ مِنْ العواصفِ في البحر	في غضون أسبوعين فقط، رحلتنا التي بدأت في هدوء الرياح الساكنة قد جلبت لنا كل شيء من العواصف البحرية إلى قوة مرعبة لإعصار.
After carrying all this violence, it comes to rest here, sinking gently back towards Earth.	بعد حَمْل كُلّ هذا العنفِ , يَستقرُّ هنا , غارق بلطف ظهر نحو الأرضِ.	بعد حمل كل هذا العنف، يأتي ليستريح هنا، يغوص بلطف مرة أخرى نحو الأرض.
Now all this cold air begins to slip south and the cycle starts all over again.	الآن كُلّ هذا الهواءِ الباردِ يَبْدأُ بلإنزِلاق نحو الجنوبِ والدورة تَبْدأُ من جديد.	الآن تبدأ كل هذه الهواء البارد في الانزلاق جنوباً وتبدأ الدورة من جديد.
This enormous cycle of the winds has brought every kind of weather to every corner of the earth.	هذه الدورةِ الهائلةِ للرياحِ جَلبتْ كُلّ أنواع الطقسِ إلى كُلّ زاوية للأرضِ.	هذه الدورة الهائلة للرياح جلبت كل نوع من الطقس إلى كل زاوية من زوايا الأرض.
As it churns endlessly through the atmosphere, it shapes our world and changes our lives.	كما يُخضخضُ بشكل لانهائي خلال الجوِّ , يُشكّلُ عالمَنا ويُغيّرَ حياتَنا.	كما يُخضخضُ بشكل لانهائي خلال الجوِّ , يُشكّلُ عالمَنا ويُغيّرَ حياتَنا.
In the next programme, I'm going to take a ride with water, the fuel of the weather.	في البرنامجِ القادمِ , سَآخذُ جولة بالماءِ , وقود الطقسِ.	في البرنامجِ القادمِ , سَآخذُ جولة بالماءِ , وقود الطقسِ.
Driven by the winds, water can bring life and death.	قادَ بالرياحِ , الماء يُمْكِنُ أَنْ يَجْلبَ حياةَ وموتَ.	مدفوعة بالرياح، الماء قادر على إحضار الحياة والموت.
I'll be following water's journey around the planet from the oceans to the clouds, from a storm to a flood, to experience the awesome power it can unleash.	أنا سَأَتْبع رحلةَ الماءِ حول الكوكبِ مِنْ المحيطاتِ إلى الغيومِ , مِنْ عاصفة إلى فيضان ,	سأتتبع رحلة الماءِ حول الكوكبِ من المحيطاتِ إلى السحبِ، من العاصفةِ إلى الفيضانِ، لأعيش تجربة القوة المذهلة التي يمكن أن يفجرها.
August 10th:	في الـعاشر من آب عام 2008	العاشر من أغسطس.
Japan stood defeated before the might of the Holy Britannian Empire. and even name taken away from her.	قـامت بريطانيا بتمزيق اليابـان واليابان أصبحت مستعمرة أسمهـا الإحدى عشرية وحقوقهـا وكبريـائهـا وحتى اسمهـا	استسلمت اليابان أمام قوة إمبراطورية بريطانيا المقدسة، حتى اسمها سُلب منها.
Eleven.	سكـان المنطقة الإحدى عشر	إحدى عشرة
That number became the new name for the Japanese.	...أصبح أسمهـاً لليابانيين	أصبح ذلك الرقم هو الاسم الجديد لليابانيين.
Seven years have passed since then. and obtained a special power.	...بعــد سبـع سنوات الأمير لولوتش الذي قابل بدورة فتاة غامضة تدعى سي سي في المنطقة 11 وحصل منها على قوة خـاصة	...بعــد سبـع سنوات الأمير لولوتش الذي قابل بدورة فتاة غامضة تدعى سي سي في المنطقة 11 وحصل منها على قوة خـاصة
Geass.	جيــس	جياس.
The ability to give an order to anyone. A power that enforces absolute obedience.	القوة التي تفرض الطاعة المطلقة على أي شخص	القدرة على إصدار أمر لأي شخص. قوة تفرض الطاعة المطلقة.
the Holy Britannian Empire. could live happily in.	الإمبراطورية البريطانية أعمالة بدأت في رغبته في الأنتقام لموت أمه ولخـلق العالم المثالي حيث يمكن لأخته نانالي العيش فيه بسلام	الإمبراطورية البريطانية المقدسة، يمكن أن تعيش فيها بسعادة.
Lelouch embraced destruction and took on a false name.	لولوتش الذي يخفي نفسه تحت قناع مبدأ التدمير وإعادة الأعمار	ليلوش احتضن الدمار واختار اسمًا مزيفًا.
That name was Zero. and continued to go against the people of the world.	تحت أسم زيرو قـام زيرو بأعلان نفسه كـ عدو للأمبراطورية و أوجد منضمة الفرسان السود	"كان هذا الاسم هو ""زيرو"" واستمر في القتال ضد شعوب العالم."
Even if the people close to him got involved...	مع الإحترام لدرب التدمير الذي سار به	حتى لو تورط الأشخاص المقربين منه...
Even if a large amount of destruction came along with it...	... هو و أتباعه	... هو و أتباعه
He refused to halt.	لم يكن التردد مسموحـاً بـه	رفض التوقف.
Even if it's his own siblings...	...حتى لو كان ذلك يعني التضحية بالأقرباء	حتى لو كانوا أشقائه الخاصين...
Even if he sacrifices friendships...	... والأصدقاء	... والأصدقاء
Even if a path towards loneliness awaits him...	أو إذا كان طريق القتل ينتظر	أو إذا كان طريق القتل ينتظر
Because this course of action is the proof of Lelouch's existence.	هذا القانون هو دليل وجود لولوتـش	لأن هذا السلوك هو دليل على وجود ليلوش.
Code-R.	20)}Yaso0orY الشيـفرة آر	كود-آر
I see.	فهمــت	أنا أفهم.
The readings of the activity between her neuroforamen and the electrical receptors are higher than expected.	المعلومـات المنقولة عبر المسارات العصبية كانت مرتفعة بشكل غير طبيعي	قراءات النشاط بين الفتحات العصبية لديها ومستقبلات الكهرباء أعلى من المتوقع.
Understanding is happiness!	يجب أن تكون الحكومة سعيدة	الفهم هو السعادة!
right?	لقد حاولت أنعاشها بجعلي موضوع اختبارك	أليس كذلك؟
This illness.	بهذا المرض	هذا المرض.
Code-R is not a patient!	الشــيفرة آر ليست مرض	كود-آر ليس مريضًا!
can't you be a bit more obedient?	هل يمكنك أن تهدأ ؟	هل يمكنك أن تكون أكثر طاعة؟
Note: your brain cells are now draining off into the arterial circle of Willis...	إن أعصابك مصابة بالفايروس	ملاحظة: خلايا دماغك تتدفق الآن إلى الدائرة الشريانية لويليس...
Enough excuses already!	كــف عن تقديم الأعذار	كــف عن تقديم الأعذار
you turned me into this thing as revenge!	لقد أعطيتني هذه الصيغة لأنك كنت تفكر بي بعد أن قمت بأرسالك إلى الوطن الأم	أنت جعلتني هكذا كفعل انتقام!
I understand. We can talk as much as we want later.	سأسمع ماتقوله لاحقـاً	أنا أفهم. يمكننا أن نتحدث قدر الإمكان لاحقًا.
Let's head back to our motherland!	لنـغادر الآن	لنـغادر الآن
we shouldn't be arguing about that!	لا يمكننا التكلم في هذه الضروف	لا يمكننا التكلم في هذه الضروف
Britannia!	بيرطـانيـا	بريتانيا!
I am Zero.	أنـا زيرو	أنـا صفر.
Zero...	... زيــرو	صفـر
A rebel against those with power!	الشخص الذي يحارب المتسلطين	الشخص الذي يحارب المتسلطين
I'll wait until 0:00 hours.	... لديكـم حتى الساعة 0: 00 حتى تستسلمــو	سأنتظر حتى الساعة 0:00.
Surrender and submit to my army.	وتخضعـو لأوامري	استسلم وامتثل لجيشي
The entire settlement...?	هـل الطــرق جميعهـا مغلقـة ... ؟	المستوطنة بأكملها...؟
the communication channels are... what about communications with the outside world?	... نــعم جميع الطرق الرئيسية إذا اتصل بالموجودين خارج المستوطنة	هل هناك قنوات اتصال... ماذا عن التواصل مع العالم الخارجي؟
Confirm the positions of the enemies now.	سنستغـل هذه الفرصة لهزيمة أعدائنـا	سنستغـل هذه الفرصة لهزيمة أعدائنـا
Your Highness.	مولاتــي	مولاتــي
Euphemia's revenge...	... لأجـل يوفيميـا	انتقام يوفيميا
Zero.	سأنتــقم منك يازيرو	زيرو.
face to face confrontation.	بهـجوم من جميع الجوانــب	مواجهة وجها لوجه.
This is my ultimatum.	هــذا تحذيري الأخير	هذه هي نهايتي النهائية.
I'll wait until 0:00 hours.	سـأنتضر حتى الساعة 0: 00	سأنتظر حتى الساعة 0:00.
Surrender and submit to my army.	إستسلمـو لأوامري	استسلم وخضع لجيشي
Submit to his army... the settlement will... what are you doing?	... يعـلن لجيشه مالذي تفـعلـة ؟ أنـــت مالذي تفعلـه ؟	... يعـلن لجيشه مالذي تفـعلـة ؟ أنـــت مالذي تفعلـه ؟
Stop it!	توقـف	توقـف
If you do that...	...أذا فعلـت ذلك	...أذا فعلـت ذلك
Can you stop hindering me?	أرجوك لا تقاطعنــي	أرجوك لا تقاطعنــي
Stop fooling around!	هذا ليس وقت المزاح	توقف عن التهرب!
If you don't stop immediately...	... اذا لم تتوقف الآن	... اذا لم تتوقف الآن
How are the preparations for the bombers?	كيف هو استعداد الوحدات الحربية ؟	كيف هي التحضيرات للمفجرات؟
They are able to match our timing.	سنبدأ بوقت واحد	سنبدأ بوقت واحد
All right.	جــيد	جــيد
Prepare to fire!	أستعدوا لأطلاق النار	استعد للإطلاق!
you have lost since you were lured into thinking that it's a direct confrontation.	من الحماقة ان تقومي بهجوم مباشر	لقد خسرت لأنك وقعت في فخ التفكير أنها مواجهة مباشرة.
What? !	مـاذا ؟	ماذا؟!
An earthquake? !	هـل هي هزة أرضيـة ؟	هـل هي هزة أرضيـة ؟
A layered foundation that can be broken up in order to counter earthquakes.	لقد تم تصميم المدينة على شطل قطع منفصلة لتحميها أثناء الزلازل	أساس متعدد الطبقات يمكن تفكيكه لمواجهة الزلازل.
There's nothing weaker than that when all the floor parts are crumbled.	لكنــها تصبح غير ثابتة إذا تمت إزالة القطع الأرضية	لكنــها تصبح غير ثابتة إذا تمت إزالة القطع الأرضية
Setting up a battle formation around the outer edge to intercept the Order of the Black Knights has brought about your downfall.	أعتقد أن الحاجز الذي أقاموه لصد الفرسان السود لم ينجح كما هو متوقع	إعداد تشكيلة قتالية حول الحافة الخارجية لاعتراض جماعة فرسان اللون الأسود قد تسبب في هزيمتكم.
I won't be finished off here...!	أنا لم أنتهى بعد	لن يُنهيني هنا...!
Zero... You're indeed amazing!	أنت حقـاً مدهش يازيرو	زيرو... أنت حقًا مذهل!
is the entire settlement destroyed? because some of the buildings are essential for the restructuring of the future.	هل دمـرو المستوطنـة ؟ كما سمعت لقد كانت فقط الجدران الخارجية لذا فقد لنا بعض الأماكن يمكننا استخامها فيما بعد	هل دمـرو المستوطنـة ؟ كما سمعت لقد كانت فقط الجدران الخارجية لذا فقد لنا بعض الأماكن يمكننا استخامها فيما بعد
But how did Zero get such help from the underground?	لكن كيف تمكن زيرو من تحقيق هذا ؟	لكن كيف تمكن زيرو من تحقيق هذا ؟
Villetta and Jeremiah guessed right after all?	إذاً جريميا وفيليتا كانا على حق ؟	إذاً جريميا وفيليتا كانا على حق ؟
That's wonderful then!	هذا جيد	هذا جيد
people are nothing more than chess pieces when they're up against the world.	الناس في هذا العالم ليسوا سوى بيادق في اللعبة	الناس في هذا العالم ليسوا سوى بيادق في اللعبة
This is great. that man will appear even if he doesn't want to. all the necessary cards will be in my hands.	هذا جيد كـل ماعلي فعلـه هو الاستفادة من انهيار الحكومة الحالية كحافز بإعلان استقلال اليابان للعالم لأنه من المؤكد أنه سيظهر	هذا جيد كـل ماعلي فعلـه هو الاستفادة من انهيار الحكومة الحالية كحافز بإعلان استقلال اليابان للعالم لأنه من المؤكد أنه سيظهر
What is the status of the enemy aerial forces?	؟ مالذي حدث لقوات العدو الجويـه	ما هو وضع القوات الجوية العدو؟
The other organizations allied with us have started fighting in the areas ahead in order to counter them.	إنهم الآن عالقون وسط معركة مع قوات الدعم في كل المناطق	المنظمات الأخرى المتحالفة معنا بدأت في القتال في المناطق المقدمة لمواجهتهم.
and Awaji.	في المنطقة المجاورة لنا لدينا إزو وشوتو وسادو و آوجي	وأواجي.
All right. This is the time then.	سنستفيد من هذه الفرصـه	سنستفيد من هذه الفرصـه
Charge!	هجــووم	إلى الهجوم!
Team Three will head towards the press agencies.	الفرقة الثانية أصبحت مسؤولة عن قنوات الأعلام	فريق الثلاثة سيتوجه نحو وكالات الصحافة.
Team Six will head towards the public safety department.	الفرقة السادسة مسؤولة عن الأمن والنظام	الفرقة السادسة مسؤولة عن الأمن والنظام
The special force teams will try to suppress the airspace in the lower region.	القــوات الخاصة ستقوم بنزع سلاح العدو	سوف تحاول فرق القوات الخاصة قمع الأجواء في المنطقة السفلى.
The rest will engage in a frontal assault.	أتجهـو إلى الأمام	سيقوم الباقي بشن هجوم مباشر.
Gather information about the remaining capabilities of the enemy!	اجمعو مايمكن من المعلومات عن مواقع العدو	اجمعو مايمكن من المعلومات عن مواقع العدو
Retreat! Retreat!	استمعـوو	استمعـوو
All forces retreat back to the government office of Britannia!	ليتـجة الجميع إلى المنطقة الحكومية	جميع القوات تنسحبوا إلى مكتب الحكومة في بريطانيا!
Your Highness!	مولاتـي	سيدي العزيز!
What's wrong?	ما الأمر ؟	ما الخطب؟
All forces retreat back to the government office of Britannia!	ليتـجة الجميع إلى المنطقة الحكومية	جميع القوات تنسحبوا إلى مقر الحكومة في بريتانيا
the cockpit block can at least be... please go on ahead to the government office and don't bother with people like me!	يجب أن نكون قا\درين على التقدم إلى الحي التالي انسي أمري واذهبي الى ميدان المعركة مباشرة	يمكن حجز مقعد القمرة على الأقل... يرجى المضي قدمًا إلى مكتب الحكومة ولا تتعب نفسك مع أشخاص مثلي!
Cornelia identified. Brace yourself!	اقضي عليها	تم التعرف على كورنيليا. استعد!
Prepare yourself!	أستعــــدو	أستعــــدو
Tohdoh!	تــودو	توهدو!
You vengeful ghost!	أيهـا الشبح البغيـض	أيها الشبح المنتقم!
Princess!	مولاتــي	الأميرة!
Leave this to me!	أتركيــة لـي	I will do my best to provide accurate and high-quality translation from English subtitles to Arabic subtitles. I will ensure that the meaning and context of the dialogue are preserved to the best of my ability.
Guilford?	جيلفورد	جيلفورد؟
That bastard I met at Narita?	إنه نفس الشاب الذي واجهـته في نـاريتـا	إنه نفس الشاب الذي واجهـته في نـاريتـا
Take this chance to return to the government office!	تابعي تقدمك	تابعي تقدمك
Are you telling me to forsake my subordinate and run away? !	هـل تريد مني أن أترك رجالي وأهرب	هل تخبرني أن أتخلى عن تابعي وأهرب؟!
you must retreat!	يجب أن تكون الأميرة حيـه	يجب عليك الانسحاب!
It's for Princess Euphemia's sake too!	من أجل الأميرة يوفيمـيا	إنها أيضًا من أجل أميرة يوفيميا!
I'm chosen by the princess... a knight chosen to protect the princess!	لقد اختارتني بنفسها لأقوم بحمايتها	لقد اختارتني بنفسها لأقوم بحمايتها
That's the same thing as the Lancelot's?	اليس ذلك هو ... الانسيلوت ؟	هل هذا هو نفسه شيء لانسلوت؟
That's the same thing as the Lancelot's?	اليس ذلك هو ... الانسيلوت ؟	هل هذا نفس الشيء الذي يُعرَف بـ لانسلوت؟
That is why I will defend this spot...!	إذاً اتركي الأمر لي	إذاً اتركي الأمر لي
I understand...	حسنــاً	أنا أفهم...
Guilford.	عـُد حيـا أيها الفارس جيلفورد	جيلفورد.
Your Highness!	مولاتـي	سموكم السامي!
together with the special forces team will go in first and take control of the school area!	انضمو إلى الفرقة الخاصة للإستيلاء على تلك المدرسة	مع فريق القوات الخاصة سنذهب أولاً ونسيطر على منطقة المدرسة!
We'll make one of those buildings our headquarters.	سنستخدمهـا كـ قاعدة	سنستخدمهـا كـ قاعدة
Eh?	مـاذا ؟	مـاذا ؟
The school area?	في المدرسـة	منطقة المدرسة؟
you'll be stationed there.	أنت المسؤول هنـاك يا أوغـي	ستكون موقعك هناك.
Ohgi?	أوغــي ؟	أوهجي؟
O-Okay. I understand.	مفهـووم	حسنًا، أفهم.
right? To the Tokyo Settlement.	صحيح ؟	صحيح؟ إلى تسوية طوكيو.
However...	... على كل حال	ومع ذلك...
Congratulations!	لن تستطيــع	تهانينا!
The Special Envoy was established in order to carry out our research.	هذة الآلة فقط لجمع الأبحاث	هذة الآلة فقط لجمع الأبحاث
We have already finished what we're supposed to do.	ولقد تم جمع جميع المعلومات المطلوبة	لقد انتهينا بالفعل مما يجب علينا القيام به.
We haven't received any orders from the Governor General to sortie either.	وليـست لديك أي أوامر	لم نتلق أي أوامر من الوالي العام للانتقال أيضًا.
you'll be violating orders if you launch now.	فأنت تخالف الأوامر	سوف تنتهك الأوامر إذا قمت بالإطلاق الآن.
but...	لكن	لكن
You can't do this!	لا يمكنك أن تأخذة	لا يمكنك فعل ذلك!
Zero is in Tokyo!	زيرو في طوكيـو الآن	زيرو في طوكيـو الآن
I will defeat Zero with my own hands!	سـأدمر زيرو بيدي هـاتين	سأهزم زيرو بيدي الخاصة!
Don't hinder me.	لـن أدع أحداً يتدخــل	لا تعرقلني.
