Source Sentence	Target Sentence	Predicted Sentence
Far above the little storm in America, the jet stream swung slightly south and began to blow over the top of the storm, accelerating the wind speeds.	بعيداً فوق العاصفةِ الصَغيرةِ في أمريكا , تَأرجحَ الجدولَ النفّاثَ بعض الشّيء جنوبَا وبَدأَ بإنْشاء قمةِ العاصفةِ , يُعجّلُ سرعةَ الريحَ.	بعيداً فوق العاصفةِ الصَغيرةِ في أمريكا , تَأرجحَ الجدولَ النفّاثَ بعض الشّيء جنوبَا وبَدأَ بإنْشاء قمةِ العاصفةِ , يُعجّلُ سرعةَ الريحَ.
The whole system was then pushed east across the Atlantic Ocean, gaining strength and speed with every hour.	النظام الكامل ثمّ دَفعَ شرقاً عبر المحيد الأطلسي , يَكْسبُ قوّةً وسرعةَ بكُلّ ساعة.	النظام الكامل ثمّ دَفعَ شرقاً عبر المحيد الأطلسي , يَكْسبُ قوّةً وسرعةَ بكُلّ ساعة.
News that Low Y was on the way reached the yachts later that night.	أخبار الواي المنخفضة تلك كَانتْ في الطّريق وَصلَت اليخوتَ في وقت لاحق من ذلك الليل.	وصلت الأخبار أن لو ي كان في الطريق إلى اليخوت في وقت متأخر من تلك الليلة.
We were pretty well organised and battened down and ready to face it.	نحن نُظّمنَا كثيرا وثَبتنَا بألواح وجاهزون لمُوَاجَهَته.	كنا منظمين بشكل جيد ومستعدين لمواجهته.
Low Y was expected to head straight for France, away from the Fastnet, but at the last minute it turned and headed north towards the rock.	مستوى واطئ واي تُوقّعَ التَرَأُّس مباشرة لفرنسا، بعيداً عن الشبكة السريعة , لكن في الدقيقة الأخيرة دارَ وتَوجّهَ شمالاً نحو الصخرةِ.	من المتوقع أن يتجه الإعصار لو ي مباشرة نحو فرنسا، بعيدًا عن فاستنت، ولكن في اللحظة الأخيرة تغيرت مساره وتجه نحو الشمال باتجاه الصخرة.
On the evening of August 13th, the storm slammed into the race.	في مساء أغسطس/آبِ الثلاث عشْرِ , إصطدمَت العاصفةُ بالسباق.	في مساء أغسطس/آبِ الثلاث عشْرِ , إصطدمَت العاصفةُ بالسباق.
What happened then, as things developed, was that it did get very uncomfortable.	الذي حَدثَ بعد ذلك، كما الأشياء طوّرتْ , كَانَ بأنّه أصبحَ مُزعج جداً.	الذي حَدثَ بعد ذلك، كما الأشياء طوّرتْ , كَانَ بأنّه أصبحَ مُزعج جداً.
The chaotic fury of the storm caused rapid changes in wind direction, which created towering waves that battered the boats from all sides, making them almost uncontrollable.	الغضب الفوضوي للعاصفةِ سبّبَ تغييراتَ سريعةَ في إتّجاهِ الريحِ , الذي خَلقَ الموجاتَ الشاهقةَ التي ضَربَت المراكبَ مِنْ كُلّ الجوانب , يَجْعلُهم منفلتون تقريباً.	الغضب الفوضوي للعاصفةِ سبّبَ تغييراتَ سريعةَ في إتّجاهِ الريحِ , الذي خَلقَ الموجاتَ الشاهقةَ التي ضَربَت المراكبَ مِنْ كُلّ الجوانب , يَجْعلُهم منفلتون تقريباً.
Matt and the other experienced sailors were shocked and confused.	مات والبحّارة المجرّبون الآخرون صُدِموا وشُوّشوا.	صُدِمَ مات والبحارة الأخرين ذوو الخبرة وتسبب ذلك في الارتباك.
"The crests of waves would break way above you and you could just hear this rumbling and you'd look around thinking, ""Where on earth is this coming from?"""	"قمم الموجاتِ تَكْسرُ الطريقَ أعلى منك وأنت يُمْكِنُ فقط أن تَسْمعُ هذه القرقرةِ وأنت تَنْظرُ حولك تَفْكر , ""حيث أنَّ على الأرضِ هذا يأتي مِنْ؟ """	"قمم الموجاتِ تَكْسرُ الطريقَ أعلى منك وأنت يُمْكِنُ فقط أن تَسْمعُ هذه القرقرةِ وأنت تَنْظرُ حولك تَفْكر , ""حيث أنَّ على الأرضِ هذا يأتي مِنْ؟ """
To your horror, you'd see it coming down towards the boat.	إلى رعبِكَ، أنت تَراه ينزل نحو المركبِ.	إلى رعبك، سترى ذلك قادمًا نحو القارب.
That was certainly one of the most frightening things about the ordeal - not knowing where these breaking waves were coming from.	ذلك كَانَ بالتأكيد أحد أكثر الأشياء مخيفة حول المحنةِ - لا يَعْرفُ من أين تأتي هذه الموجات المَكْسُورة .	كانت هذه بالتأكيد واحدة من أكثر المخاوف في هذه المحنة - عدم معرفة مصدر هذه الأمواج المتلاشية.
That's because at the heart of the storm a highly unusual event was taking place.	ذلك لأن في قلب العاصفةِ حدث غير عادي جداً كَانَ يَحْدثُ.	هذا لأن في قلب العاصفة كان يحدث حدث غير عادي جدًا.
"When all the weather records were analysed, they revealed the presence of a unique phenomenon - a freak event where a tongue of cold dry air from high in the stratosphere, a ""surface jet"", forced itself down into the heart of the storm."	عندما كُلّ الطقس يُسجّلُ و يحُلّلَ , كَشف الحضورَ ظاهرة فريدة - حدث شاذّ حيث لسان الهواءِ الجافِ الباردِ	عندما كُلّ الطقس يُسجّلُ و يحُلّلَ , كَشف الحضورَ ظاهرة فريدة - حدث شاذّ حيث لسان الهواءِ الجافِ الباردِ
The effect was like turbo charging.	التأثير كَانَ مثل الشَحْن النفّاثِ.	كان التأثير مثل توربو شحن.
It split a normal storm into several systems, each with the strength of a hurricane.	إنشقَّت عاصفة الوضع الطبيعي إلى عِدّة أنظمة , كُلّ بقوّةِ الإعصار.	تَقَسَّمَت العاصفة العادية إلى عدة أنظمة، كل منها بقوة إعصار.
Early next morning, Mayday calls were jamming the emergency radio frequency.	في وقت مبكّر من الصباح القادم، نداءات استغاثة كَانتْ تسْدُّ ذبذبةَ الإرسال الطارئةَ.	في الصباح الباكر، كانت مكالمات الطوارئ تعترض تردد الراديو الطارئ.
Reports were coming in thick and fast of 50-foot waves like blocks of flats and 70-mile-an-hour winds.	تقارير كَانتْ تأتي في سماكة وسرعة مِنْ موجاتِ الخمسون قدم مثل كُتَلَ الشققِ و سبعون ميلا في الساعة رياح.	كانت تتوالى التقارير بسرعة عن موجات ضخمة بارتفاع 50 قدمًا تشبه أبراج المساكن ورياح بسرعة 70 ميل في الساعة.
The one that caused the biggest problem came rumbling down, hit us and turned us upside down again.	الواحد الذي سبّبَ المشكلةَ الأكبرَ جاءَت قرقرةَ أسفل، ضَربَتنا وقَلبتْنا رأساً على عقب ثانيةً.	الواحد الذي سبّبَ المشكلةَ الأكبرَ جاءَت قرقرةَ أسفل، ضَربَتنا وقَلبتْنا رأساً على عقب ثانيةً.
But this time the boat didn't come upright.	لكن هذه المرة، المركب لَمْ يأتي عمودياً.	لكن هذه المرة لم تعود القارب يعود إلى وضعه الصحيح.
This time it remained upside down.	هذه المرة بَقى رأساً على عقب.	هذه المرة بقيت مقلوبة.
As I was held down in the water,	كما أنا إحتفظتُ به في الماءِ ,	كما أنا إحتفظتُ به في الماءِ ,
I just felt cross and disappointed.	أنا فقط بَدوتُ متقاطعاً وخائب الأملَ.	شعرت فقط بالغضب والإحباط.
Disappointed because there were so many things I wanted to do.	خابَ الأمل لأن كان هناك العديد من الأشياءِ أردتُ أَنْ أعْمَلُها.	محبط لأن هناك الكثير من الأشياء التي أردت القيام بها.
While Matt was under water fighting for his life, his father, David, had also been swept overboard.	بينما مات كَانَ تحت الماءِ يُكافحُ من أجل حياتِه , أبوه، ديفيد , كَانَ أيضاً قَدْ كُنِسَ خارج السفينة.	بينما مات كَانَ تحت الماءِ يُكافحُ من أجل حياتِه , أبوه، ديفيد , كَانَ أيضاً قَدْ كُنِسَ خارج السفينة.
What I remember next was standing up and seeing what I least wanted to see.	الذي أَتذكّرُه كَانَ يَنْهضُ ويَرى بإِنَّني أقلّ أرادَ الرُؤية.	الذي أَتذكّرُه كَانَ يَنْهضُ ويَرى بإِنَّني أقلّ أرادَ الرُؤية.
I don't know why, but I knew straight away it was my father, lying face down in the water, just drifting away.	أنا لا أَعْرفُ لماذا، لَكنِّي عَرفتُ مباشرة أنه كَانَ أبي , تَمَدُّد على الوجه في الماءِ , فقط يغادر.	لا أعرف لماذا، ولكن عرفت فورًا أنه والدي، مستلقي على وجهه في الماء، يطفو بعيدًا.
That was the last I ever saw of him.	ذلك كَانَ آخر شيء رَأيتُه أبداً منه.	ذلك كَانَ آخر شيء رَأيتُه أبداً منه.
As we flew back, looking out of the window, it was a scene of chaos.	كما عُدنَا بالطائرة، نحدق من النافذةِ، هو كَانَ مشهد الفوضى.	كما عُدنَا بالطائرة، نحدق من النافذةِ، هو كَانَ مشهد الفوضى.
Some people were firing distress flares, desperate to be picked up.	بَعْض الناسِ كَانوا يُطلقونَ شعلات الضِيقِ الضوئيةَ , مستميتة لكي تُلتَقطَ.	بعض الأشخاص كانوا يطلقون مضارب إنقاذ، وهم يشعرون باليأس لكي يتم إنقاذهم.
I think that was the first time that it really struck me how serious the whole scene had been.	أعتقد تلك كَانتْ المرة الأولى التي ضَربَني حقَّاً إنَّها كَمْ كان هو جدّي المشهد الكامل .	أعتقد تلك كَانتْ المرة الأولى التي ضَربَني حقَّاً إنَّها كَمْ كان هو جدّي المشهد الكامل .
Tragically, Low Y was responsible for 15 deaths in the Fastnet race.	بشكل مأساوي، مستوى واطئ واي كَانَ مسؤولَ عن 15 وفاةِ في سباق الشبكة السريعة.	بشكل مأساوي، كان لو ي مسؤولاً عن وفاة 15 شخصًا في سباق فاستنت.
Some were washed overboard, others died trapped in their vessels.	البعض غُسِلوا خارج السفينة , ماتَ آخرين محصورينَ في سُفُنِهم.	تم تغسيل بعضهم فوق متن السفن، وتوفي البعض الآخر محاصرين داخل سفنهم.
But many more died in life rafts that proved woefully inadequate for such awful conditions.	لكن المزيد مِنْ ماتَ في قواربِ النجاة الذي أثبتَ نقص بحزن لهذه الظروف السيئةِ.	لكن المزيد مِنْ ماتَ في قواربِ النجاة الذي أثبتَ نقص بحزن لهذه الظروف السيئةِ.
Friends of mine who were in the storm and people I've met since then who have sailed round the world, all of them say they had never seen anything like the conditions they saw in this small area in the Irish Sea.	أصدقاء لي الذين كَانوا في العاصفةِ وأشخاص إجتمعتُ بهم منذ ذلك الحين الذين أبحرَوا حول العالم , كلّهم يَقُولونَ بأنّهم لم يسَبَقَ أَنْ رَأوا أيّ شئ مثل الظروف التي رأوها	أصدقاء لي الذين كَانوا في العاصفةِ وأشخاص إجتمعتُ بهم منذ ذلك الحين الذين أبحرَوا حول العالم , كلّهم يَقُولونَ بأنّهم لم يسَبَقَ أَنْ رَأوا أيّ شئ مثل الظروف التي رأوها
This was wind and waves at their wildest.	هذه كَانتْ ريحاً وموجاتَ في أكثر وحشيةً لهم.	هذا كانت الرياح والأمواج في أشد هيجانها.
They defeated the best sailors in the world.	هَزموا أفضل البحّارةِ في العالمِ.	هم هزموا أفضل البحارة في العالم.
But there is a wind that creates the biggest waves in the solar system.	لكن هناك الريح التي تَخْلقُ الموجات الأكبر في النظام الشمسي.	لكن هناك رياح تُخلقُ أكبر الموجات في النظام الشمسي.
It's the fastest wind of them all.	هو الريحُ الأسرعُ منهم كُلّهم.	إنه أسرع ريح على الإطلاق.
Here, on one of Hawaii's highest mountains, is the place to see it.	هنا، على أحد جبال هاواي الأعلى ، هو المكانُ لرُؤيته.	هنا، على أحد أعلى جبال هاواي، هو المكان المثالي لرؤيته.
But at a speed of four million miles per hour, you need specialist kit... because this wind comes from space.	لكن في سرعة مِنْ أربعة ملايين ميلِ بالسّاعة، تَحتاجُ عُدّةً إختصاصيةً... لأن هذه الريحِ تَجيءُ مِنْ الفضاءِ.	ولكن عند سرعة تبلغ أربعة ملايين ميل في الساعة، تحتاج إلى معدات متخصصة... لأن هذه الرياح تأتي من الفضاء.
It's called the solar wind, and when it arrives it creates the most spectacular show on Earth.	هي تدْعَى الريح الشمسيةَ , وعندما يَصِلُه يَخْلقُ المعرض الأكثر دهشةً على الأرضِ.	هي تدْعَى الريح الشمسيةَ , وعندما يَصِلُه يَخْلقُ المعرض الأكثر دهشةً على الأرضِ.
93 million miles away, the sun erupts, spewing a barrage of charged particles out into space.	على بعد 93 مليون ميلاً، الشمس تَنفجرُ , تتقيّأُ وابل الجزيئاتِ المَشْحُونةِ خارجا إلى الفضاءِ.	على بعد 93 مليون ميلاً، الشمس تَنفجرُ , تتقيّأُ وابل الجزيئاتِ المَشْحُونةِ خارجا إلى الفضاءِ.
At its fastest, a solar wind travels about four million miles an hour, but because it has so few particles in it, it wouldn't even ruffle your hair.	في أسرعه , الريح الشمسية تُسافرُ حوالي أربعة مليون ميلَ في السّاعة , لكن لأن لَهُ بِضْع جزيئاتِ فيه , هو لا يُزعجَ شَعرَكَ حتى.	في أسرع حالاتها، تسافر الرياح الشمسية بسرعة تصل إلى أربعة ملايين ميل في الساعة، ولكن بسبب احتوائها على عدد قليل جداً من الجسيمات، فإنها لن تسبب حتى تجعيد شعرك.
As I speak, billions of charged particles are passing through us all and by now they're already way out in space.	كما أَتكلّمُ، بلايين من الجزيئات المَشْحُونةِ تَعْبرُنا كُلّنا وحتى الآن هم مخرج في الفضاءِ.	كما أَتكلّمُ، بلايين من الجزيئات المَشْحُونةِ تَعْبرُنا كُلّنا وحتى الآن هم مخرج في الفضاءِ.
Although we can't see or feel the solar wind, we can see its presence in one of nature's most fantastic displays of light,	بالرغم من أنّنا لا نَستطيعُ رُؤية أَو شُعُور الريح الشمسية , نحن يُمْكِنُ أَنْ نَرى حضورَه في واحد مِنْ عروضِ الطبيعةِ الأكثر روعة مِنْ الضوءِ ,	على الرغم من أننا لا نستطيع رؤية أو شعور الرياح الشمسية ، إلا أننا نستطيع رؤية وجودها في إحدى أروع عروض الضوء في الطبيعة.
65 miles above our heads.	خمسة و ستون ميلا فوق رؤوسِنا.	65 ميلًا فوق رؤوسنا.
The Aurora - the northern and southern lights.	الأورورا - شمال وجنوب الأضويةِ.	الأورورا - شمال وجنوب الأضويةِ.
You're looking at billions of electrons - charged particles in the solar wind that hit the atmosphere and excite the gases within it, creating the ultimate space rainbow.	أنت تَنْظرُ إلى بلايينِ الألكتروناتِ - شَحنَ الجزيئاتَ في الريح الشمسيةِ الذي ضَربَ الجوَّ ويُثيرُ الغازاتَ ضمنها ,	أنت تنظر إلى مليارات الإلكترونات - جسيمات مشحونة في رياح الشمس تصطدم بالغلاف الجوي وتثير الغازات داخله، مما يخلق قوس قزح فضائيًا نهائيًا.
As the solar wind washes over the earth's magnetic field, the charged particles within are drawn down over the polar regions.	بينما تَغْسلُ الريح الشمسيةَ على حقل الأرضَ المغناطيسيَ , الجزيئات المَشْحُونة ضمنه مَسْحُوبة أسفل على المناطقِ القطبيةِ.	بينما تجتاح رياح الشمس مجال المغناطيسي للأرض، يتم جذب الجسيمات المشحونة داخله نحو المناطق القطبية.
When they hit the atmosphere, the Aurora is created.	عندما ضَربوا الجوَّ , الأورورا مَخْلُوقةُ.	عندما يصطدمون بالغلاف الجوي، يتكون الشفق القطبي.
It's the same mechanism that's making the picture you're watching right now.	هو نفس الآليةِ التي تَجْعلُ الصورة التي أنت تُراقبُها الآن.	إنه نفس الآلية التي تصنع الصورة التي تشاهده الآن.
The Earth's magnetic force guides the particles in the same way your TV tube guides these images onto the screen.	قوة الأرضَ المغناطيسيةَ توجّهُ الجزيئاتَ بالطّريقة نفسها إنبوب تلفزيونكَ يُوجّهُ هذه الصورِ في الشاشةِ.	توجه قوة المغناطيسية التابعة للأرض الجسيمات بنفس الطريقة التي يوجه بها أنبوب التلفاز هذه الصور على الشاشة.
But does the solar wind affect our weather?	لكن هَلْ تُؤثّرُ الريح الشمسيةُ على طقسنا؟	لكن هَلْ تُؤثّرُ الريح الشمسيةُ على طقسنا؟
Yes, but no one knows exactly how.	نعم، لكن لا أحد يَعْرفُ بالضبط كيف.	نعم، لكن لا أحد يعرف بالضبط كيف.
It certainly seems to affect the ferocity of polar storms.	يَبْدو بالتأكيد للتَأثير على شراسة العواصفِ القطبيةِ.	يَبْدو بالتأكيد للتَأثير على شراسة العواصفِ القطبيةِ.
Some believe all those particles from the sun crash into the troposphere, creating more clouds and fuelling more storms.	البعض يَعتقدونَ كُلّ تلك الجزيئاتِ مِنْ الشمسِ تحطّم إلى تروبوسفير، يَخْلقُ غيوم أكثر ويُثيرُ عواصفَ أكثرَ.	البعض يَعتقدونَ كُلّ تلك الجزيئاتِ مِنْ الشمسِ تحطّم إلى تروبوسفير، يَخْلقُ غيوم أكثر ويُثيرُ عواصفَ أكثرَ.
While scientists cannot agree on exactly how solar winds do this, they realise that the forces that drive our weather do not stop at the boundary between Earth and space.	بينما العلماء لا يَستطيعونَ المُوَافَقَة على بالضبط كَيفَ الرياح الشمسيةِ تَعمَلُ هذا , يُدركونَ القواتَ التي تقُودُ طقسَنا لا يَتوقّفُ في الحَدِّ بين الأرضِ والفضاءِ.	بينما العلماء لا يَستطيعونَ المُوَافَقَة على بالضبط كَيفَ الرياح الشمسيةِ تَعمَلُ هذا , يُدركونَ القواتَ التي تقُودُ طقسَنا لا يَتوقّفُ في الحَدِّ بين الأرضِ والفضاءِ.
Back on Earth, this frozen landscape marks the end of my journey.	يَعُودُ إلى الأرضِ، هذا المنظر الطبيعي المجمّدِ يُؤشّرُ نهايةَ رحلتِي.	على الأرض مرة أخرى، يعتبر هذا المنظر المجمد نهاية رحلتي.
The winds I followed from the equator have taken about 14 days to enter the last of the big wind cells.	الرياح تتبعت مِنْ خطِ الإستواء أَخذَت حوالي 14 يومَ لدُخُول آخر خلايا الريحِ الكبيرةِ.	الرياح التي تبعتها من خط الاستواء استغرقت حوالي 14 يومًا للدخول إلى آخر الخلايا الرياحية الكبيرة.
It's been quite a ride!	هو كَانَ تماماً جولة!	كانت رحلة مثيرة جداً!
Here in the frozen north, the wind's journey to the poles finally ends.	هنا في الشمالِ المجمّدِ، الريح يُسافرُ إلى الأقطابِ يَنتهي أخيراً.	هنا في الشمال المتجمد، ينتهي رحلة الرياح إلى القطبين الأخيرة.
In just two weeks, our journey, which began in the hot stillness of the doldrums, has brought us everything from storms at sea to the terrifying power of a hurricane.	في فقط إسبوعان , رحلتنا، التي بَدأتْ في السكونِ الحارِ للكسادِ , جَلبَنا كُلّ شيءَ مِنْ العواصفِ في البحر	في غضون أسبوعين فقط، رحلتنا التي بدأت في هدوء الرياح الساكنة قد جلبت لنا كل شيء من العواصف البحرية إلى قوة مرعبة لإعصار.
After carrying all this violence, it comes to rest here, sinking gently back towards Earth.	بعد حَمْل كُلّ هذا العنفِ , يَستقرُّ هنا , غارق بلطف ظهر نحو الأرضِ.	بعد حَمْل كُلّ هذا العنفِ , يَستقرُّ هنا , غارق بلطف ظهر نحو الأرضِ.
Now all this cold air begins to slip south and the cycle starts all over again.	الآن كُلّ هذا الهواءِ الباردِ يَبْدأُ بلإنزِلاق نحو الجنوبِ والدورة تَبْدأُ من جديد.	الآن تبدأ كل هذه الهواء البارد في الانزلاق جنوباً وتبدأ الدورة من جديد.
This enormous cycle of the winds has brought every kind of weather to every corner of the earth.	هذه الدورةِ الهائلةِ للرياحِ جَلبتْ كُلّ أنواع الطقسِ إلى كُلّ زاوية للأرضِ.	هذه الدورةِ الهائلةِ للرياحِ جَلبتْ كُلّ أنواع الطقسِ إلى كُلّ زاوية للأرضِ.
As it churns endlessly through the atmosphere, it shapes our world and changes our lives.	كما يُخضخضُ بشكل لانهائي خلال الجوِّ , يُشكّلُ عالمَنا ويُغيّرَ حياتَنا.	بينما يدور بلا توقف في الغلاف الجوي، فإنه يشكل عالمنا ويغير حياتنا.
In the next programme, I'm going to take a ride with water, the fuel of the weather.	في البرنامجِ القادمِ , سَآخذُ جولة بالماءِ , وقود الطقسِ.	في البرنامجِ القادمِ , سَآخذُ جولة بالماءِ , وقود الطقسِ.
Driven by the winds, water can bring life and death.	قادَ بالرياحِ , الماء يُمْكِنُ أَنْ يَجْلبَ حياةَ وموتَ.	مدفوعة بالرياح، الماء قادر على إحضار الحياة والموت.
I'll be following water's journey around the planet from the oceans to the clouds, from a storm to a flood, to experience the awesome power it can unleash.	أنا سَأَتْبع رحلةَ الماءِ حول الكوكبِ مِنْ المحيطاتِ إلى الغيومِ , مِنْ عاصفة إلى فيضان ,	سأتتبع رحلة الماءِ حول الكوكبِ من المحيطاتِ إلى السحبِ، من العاصفةِ إلى الفيضانِ، لأعيش تجربة القوة المذهلة التي يمكن أن يفجرها.
August 10th:	في الـعاشر من آب عام 2008	العاشر من أغسطس.
Japan stood defeated before the might of the Holy Britannian Empire. and even name taken away from her.	قـامت بريطانيا بتمزيق اليابـان واليابان أصبحت مستعمرة أسمهـا الإحدى عشرية وحقوقهـا وكبريـائهـا وحتى اسمهـا	استسلمت اليابان أمام قوة إمبراطورية بريطانيا المقدسة، حتى اسمها سُلب منها.
Eleven.	سكـان المنطقة الإحدى عشر	إحدى عشرة
That number became the new name for the Japanese.	...أصبح أسمهـاً لليابانيين	أصبح ذلك الرقم هو الاسم الجديد لليابانيين.
Seven years have passed since then. and obtained a special power.	...بعــد سبـع سنوات الأمير لولوتش الذي قابل بدورة فتاة غامضة تدعى سي سي في المنطقة 11 وحصل منها على قوة خـاصة	مرت سبع سنوات منذ ذلك الحين واكتسبت قوة خاصة.
Geass.	جيــس	جيــس
The ability to give an order to anyone. A power that enforces absolute obedience.	القوة التي تفرض الطاعة المطلقة على أي شخص	القوة التي تفرض الطاعة المطلقة على أي شخص
the Holy Britannian Empire. could live happily in.	الإمبراطورية البريطانية أعمالة بدأت في رغبته في الأنتقام لموت أمه ولخـلق العالم المثالي حيث يمكن لأخته نانالي العيش فيه بسلام	الإمبراطورية البريطانية المقدسة، يمكن أن تعيش فيها بسعادة.
Lelouch embraced destruction and took on a false name.	لولوتش الذي يخفي نفسه تحت قناع مبدأ التدمير وإعادة الأعمار	ليلوش احتضن الدمار واختار اسمًا مزيفًا.
That name was Zero. and continued to go against the people of the world.	تحت أسم زيرو قـام زيرو بأعلان نفسه كـ عدو للأمبراطورية و أوجد منضمة الفرسان السود	"كان هذا الاسم هو ""زيرو"" واستمر في القتال ضد شعوب العالم."
Even if the people close to him got involved...	مع الإحترام لدرب التدمير الذي سار به	حتى لو تورط الأشخاص المقربين منه...
Even if a large amount of destruction came along with it...	... هو و أتباعه	حتى وإن أتى معه كمية كبيرة من الدمار...
He refused to halt.	لم يكن التردد مسموحـاً بـه	لم يكن التردد مسموحـاً بـه
Even if it's his own siblings...	...حتى لو كان ذلك يعني التضحية بالأقرباء	...حتى لو كان ذلك يعني التضحية بالأقرباء
Even if he sacrifices friendships...	... والأصدقاء	حتى لو قدم تضحيات في الصداقات...
Even if a path towards loneliness awaits him...	أو إذا كان طريق القتل ينتظر	...حتى لو كانت الوحدة تنتظره في طريقه
Because this course of action is the proof of Lelouch's existence.	هذا القانون هو دليل وجود لولوتـش	هذا القانون هو دليل وجود لولوتـش
Code-R.	20)}Yaso0orY الشيـفرة آر	20)}Yaso0orY الشيـفرة آر
I see.	فهمــت	أنا أفهم.
The readings of the activity between her neuroforamen and the electrical receptors are higher than expected.	المعلومـات المنقولة عبر المسارات العصبية كانت مرتفعة بشكل غير طبيعي	قراءات النشاط بين الفتحات العصبية لديها ومستقبلات الكهرباء أعلى من المتوقع.
Understanding is happiness!	يجب أن تكون الحكومة سعيدة	الفهم هو السعادة!
right?	لقد حاولت أنعاشها بجعلي موضوع اختبارك	أليس كذلك؟
This illness.	بهذا المرض	هذا المرض.
Code-R is not a patient!	الشــيفرة آر ليست مرض	كود-آر ليس مريضًا!
can't you be a bit more obedient?	هل يمكنك أن تهدأ ؟	هل يمكنك أن تهدأ ؟
Note: your brain cells are now draining off into the arterial circle of Willis...	إن أعصابك مصابة بالفايروس	ملاحظة: خلايا دماغك تتدفق الآن إلى الدائرة الشريانية لويليس...
Enough excuses already!	كــف عن تقديم الأعذار	كفى من الاعذار بالفعل!
you turned me into this thing as revenge!	لقد أعطيتني هذه الصيغة لأنك كنت تفكر بي بعد أن قمت بأرسالك إلى الوطن الأم	أنت جعلتني هكذا كفعل انتقام!
I understand. We can talk as much as we want later.	سأسمع ماتقوله لاحقـاً	سأسمع ماتقوله لاحقـاً
Let's head back to our motherland!	لنـغادر الآن	لنعود إلى أرض الوطن!
we shouldn't be arguing about that!	لا يمكننا التكلم في هذه الضروف	يجب ألا نتجادل حول ذلك!
Britannia!	بيرطـانيـا	بريتانيا!
I am Zero.	أنـا زيرو	أنـا زيرو
Zero...	... زيــرو	صفـر
A rebel against those with power!	الشخص الذي يحارب المتسلطين	ثائر ضد أولئك الذين يمتلكون السلطة!
I'll wait until 0:00 hours.	... لديكـم حتى الساعة 0: 00 حتى تستسلمــو	... لديكـم حتى الساعة 0: 00 حتى تستسلمــو
Surrender and submit to my army.	وتخضعـو لأوامري	وتخضعـو لأوامري
The entire settlement...?	هـل الطــرق جميعهـا مغلقـة ... ؟	المستوطنة بأكملها...؟
the communication channels are... what about communications with the outside world?	... نــعم جميع الطرق الرئيسية إذا اتصل بالموجودين خارج المستوطنة	هل هناك قنوات اتصال... ماذا عن التواصل مع العالم الخارجي؟
Confirm the positions of the enemies now.	سنستغـل هذه الفرصة لهزيمة أعدائنـا	تأكد من مواقع الأعداء الآن.
Your Highness.	مولاتــي	سمو الأمير.
Euphemia's revenge...	... لأجـل يوفيميـا	انتقام يوفيميا
Zero.	سأنتــقم منك يازيرو	سأنتــقم منك يازيرو
face to face confrontation.	بهـجوم من جميع الجوانــب	مواجهة وجها لوجه.
This is my ultimatum.	هــذا تحذيري الأخير	هــذا تحذيري الأخير
I'll wait until 0:00 hours.	سـأنتضر حتى الساعة 0: 00	سأنتظر حتى الساعة 0:00.
Surrender and submit to my army.	إستسلمـو لأوامري	إستسلمـو لأوامري
Submit to his army... the settlement will... what are you doing?	... يعـلن لجيشه مالذي تفـعلـة ؟ أنـــت مالذي تفعلـه ؟	استسلموا لجيشه... ستتم تسوية... ماذا تفعل؟
Stop it!	توقـف	توقـف
If you do that...	...أذا فعلـت ذلك	I will make sure to accurately convey the meaning and context of the English subtitles into Arabic subtitles. I will pay attention to linguistic nuances and cultural references to ensure a smooth and natural translation. Additionally, I will maintain the integrity of the original message while adapting it to suit Arabic language and culture.
Can you stop hindering me?	أرجوك لا تقاطعنــي	هل يمكنك التوقف عن إعاقتي؟
Stop fooling around!	هذا ليس وقت المزاح	هذا ليس وقت المزاح
If you don't stop immediately...	... اذا لم تتوقف الآن	إذا لم تتوقف فوراً...
How are the preparations for the bombers?	كيف هو استعداد الوحدات الحربية ؟	كيف هي التحضيرات للمفجرات؟
They are able to match our timing.	سنبدأ بوقت واحد	هم قادرون على مطابقة توقيتنا.
All right.	جــيد	حسناً.
Prepare to fire!	أستعدوا لأطلاق النار	استعد للإطلاق!
you have lost since you were lured into thinking that it's a direct confrontation.	من الحماقة ان تقومي بهجوم مباشر	من الحماقة ان تقومي بهجوم مباشر
What? !	مـاذا ؟	مـاذا ؟
An earthquake? !	هـل هي هزة أرضيـة ؟	هل حدث زلزال؟!
A layered foundation that can be broken up in order to counter earthquakes.	لقد تم تصميم المدينة على شطل قطع منفصلة لتحميها أثناء الزلازل	لقد تم تصميم المدينة على شطل قطع منفصلة لتحميها أثناء الزلازل
There's nothing weaker than that when all the floor parts are crumbled.	لكنــها تصبح غير ثابتة إذا تمت إزالة القطع الأرضية	لا يوجد شيء أضعف من ذلك عندما تنهار جميع أجزاء الأرضية.
Setting up a battle formation around the outer edge to intercept the Order of the Black Knights has brought about your downfall.	أعتقد أن الحاجز الذي أقاموه لصد الفرسان السود لم ينجح كما هو متوقع	أعتقد أن الحاجز الذي أقاموه لصد الفرسان السود لم ينجح كما هو متوقع
I won't be finished off here...!	أنا لم أنتهى بعد	لن يُنهيني هنا...!
Zero... You're indeed amazing!	أنت حقـاً مدهش يازيرو	زيرو... أنت حقًا مذهل!
